3|2023-01-01 11:00:00	98.9
3|2023-01-01 12:00:00	117.0
3|2023-01-01 13:00:00	91.65
3|2023-01-01 14:00:00	70.35
3|2023-01-01 15:00:00	95.65
3|2023-01-01 16:00:00	91.69999999999999
3|2023-01-01 17:00:00	86.6
3|2023-01-01 18:00:00	124.44999999999999
3|2023-01-01 19:00:00	92.1
3|2023-01-02 11:00:00	112.3
3|2023-01-02 12:00:00	104.44999999999999
3|2023-01-02 13:00:00	109.44999999999999
3|2023-01-02 14:00:00	89.75
3|2023-01-02 15:00:00	82.5
3|2023-01-02 16:00:00	117.69999999999999
3|2023-01-02 17:00:00	126.2
3|2023-01-02 18:00:00	109.25
3|2023-01-02 19:00:00	73.9
3|2023-01-03 11:00:00	109.7
3|2023-01-03 12:00:00	82.5
3|2023-01-03 13:00:00	110.4
3|2023-01-03 14:00:00	136.15
3|2023-01-03 15:00:00	118.0
3|2023-01-03 16:00:00	75.25
3|2023-01-03 17:00:00	62.0
3|2023-01-03 18:00:00	115.39999999999999
3|2023-01-03 19:00:00	93.35
3|2023-01-04 11:00:00	72.4
3|2023-01-04 12:00:00	143.8
3|2023-01-04 13:00:00	104.19999999999999
3|2023-01-04 14:00:00	91.25
3|2023-01-04 15:00:00	87.60000000000001
3|2023-01-04 16:00:00	56.6
3|2023-01-04 17:00:00	101.19999999999999
3|2023-01-04 18:00:00	62.85
3|2023-01-04 19:00:00	88.35
3|2023-01-05 11:00:00	52.05
3|2023-01-05 12:00:00	145.6
3|2023-01-05 13:00:00	140.2
3|2023-01-05 14:00:00	70.7
3|2023-01-05 15:00:00	124.10000000000001
3|2023-01-05 16:00:00	88.05000000000001
3|2023-01-05 17:00:00	69.1
3|2023-01-05 18:00:00	113.9
3|2023-01-05 19:00:00	99.35000000000001
3|2023-01-06 11:00:00	62.5
3|2023-01-06 12:00:00	127.15
3|2023-01-06 13:00:00	55.9
3|2023-01-06 14:00:00	66.35
3|2023-01-06 15:00:00	79.1
3|2023-01-06 16:00:00	76.25
3|2023-01-06 17:00:00	84.25
3|2023-01-06 18:00:00	90.1
3|2023-01-06 19:00:00	74.45
3|2023-01-07 07:00:00	83.35
3|2023-01-07 08:00:00	92.55000000000001
3|2023-01-07 09:00:00	12.25
3|2023-01-07 10:00:00	64.75
3|2023-01-07 11:00:00	69.25
3|2023-01-07 12:00:00	88.9
3|2023-01-07 13:00:00	68.80000000000001
3|2023-01-07 14:00:00	45.0
3|2023-01-07 15:00:00	62.150000000000006
3|2023-01-07 16:00:00	33.05
3|2023-01-07 17:00:00	20.95
3|2023-01-07 18:00:00	103.85000000000001
3|2023-01-07 19:00:00	62.45
3|2023-01-08 07:00:00	18.0
3|2023-01-08 08:00:00	74.85
3|2023-01-08 09:00:00	31.400000000000002
3|2023-01-08 10:00:00	73.5
3|2023-01-08 11:00:00	74.15
3|2023-01-08 12:00:00	48.75
3|2023-01-08 13:00:00	78.25
3|2023-01-08 14:00:00	73.15
3|2023-01-08 15:00:00	56.9
3|2023-01-08 16:00:00	34.75
3|2023-01-08 17:00:00	85.2
3|2023-01-08 18:00:00	41.05
3|2023-01-08 19:00:00	103.2
3|2023-01-09 07:00:00	135.4
3|2023-01-09 08:00:00	167.9
3|2023-01-09 09:00:00	74.3
3|2023-01-09 10:00:00	122.08
3|2023-01-09 11:00:00	23.45
3|2023-01-09 12:00:00	55.300000000000004
3|2023-01-09 13:00:00	40.08
3|2023-01-09 14:00:00	27.5
3|2023-01-09 15:00:00	17.35
3|2023-01-09 16:00:00	26.95
3|2023-01-09 17:00:00	34.45
3|2023-01-09 18:00:00	40.05
3|2023-01-09 19:00:00	9.2
3|2023-01-10 07:00:00	165.64999999999998
3|2023-01-10 08:00:00	192.14999999999998
3|2023-01-10 09:00:00	167.45
3|2023-01-10 10:00:00	111.39999999999999
3|2023-01-10 11:00:00	30.3
3|2023-01-10 12:00:00	28.0
3|2023-01-10 13:00:00	47.65
3|2023-01-10 14:00:00	60.15
3|2023-01-10 15:00:00	28.0
3|2023-01-10 16:00:00	28.55
3|2023-01-10 17:00:00	16.1
3|2023-01-10 18:00:00	39.6
3|2023-01-10 19:00:00	32.0
3|2023-01-11 07:00:00	86.2
3|2023-01-11 08:00:00	99.9
3|2023-01-11 09:00:00	108.6
3|2023-01-11 10:00:00	146.10000000000002
3|2023-01-11 11:00:00	33.7
3|2023-01-11 12:00:00	34.15
3|2023-01-11 13:00:00	44.1
3|2023-01-11 14:00:00	22.6
3|2023-01-11 16:00:00	31.4
3|2023-01-11 17:00:00	49.7
3|2023-01-11 18:00:00	57.650000000000006
3|2023-01-11 19:00:00	26.05
3|2023-01-12 07:00:00	77.5
3|2023-01-12 08:00:00	125.19999999999999
3|2023-01-12 09:00:00	120.1
3|2023-01-12 10:00:00	86.94999999999999
3|2023-01-12 11:00:00	32.2
3|2023-01-12 12:00:00	3.0
3|2023-01-12 13:00:00	32.25
3|2023-01-12 14:00:00	24.45
3|2023-01-12 15:00:00	32.05
3|2023-01-12 16:00:00	14.25
3|2023-01-12 17:00:00	57.75
3|2023-01-12 18:00:00	31.6
3|2023-01-12 19:00:00	23.4
3|2023-01-13 07:00:00	124.25
3|2023-01-13 08:00:00	79.5
3|2023-01-13 09:00:00	69.35
3|2023-01-13 10:00:00	159.5
3|2023-01-13 11:00:00	28.4
3|2023-01-13 12:00:00	35.9
3|2023-01-13 13:00:00	26.8
3|2023-01-13 14:00:00	9.5
3|2023-01-13 15:00:00	36.95
3|2023-01-13 16:00:00	5.55
3|2023-01-13 17:00:00	42.25
3|2023-01-13 18:00:00	35.35
3|2023-01-13 19:00:00	52.5
3|2023-01-14 08:00:00	170.65
3|2023-01-14 09:00:00	170.95000000000002
3|2023-01-14 10:00:00	144.15
3|2023-01-14 11:00:00	32.35
3|2023-01-14 12:00:00	22.1
3|2023-01-14 13:00:00	73.15
3|2023-01-14 14:00:00	8.1
3|2023-01-14 15:00:00	54.2
3|2023-01-14 16:00:00	8.95
3|2023-01-14 17:00:00	37.45
3|2023-01-14 18:00:00	5.0
3|2023-01-14 19:00:00	36.65
3|2023-01-15 07:00:00	104.75
3|2023-01-15 08:00:00	153.63
3|2023-01-15 09:00:00	227.59999999999997
3|2023-01-15 10:00:00	248.74999999999997
3|2023-01-15 11:00:00	18.9
3|2023-01-15 12:00:00	37.150000000000006
3|2023-01-15 13:00:00	58.0
3|2023-01-15 14:00:00	78.25
3|2023-01-15 15:00:00	70.9
3|2023-01-15 16:00:00	15.950000000000001
3|2023-01-15 17:00:00	68.2
3|2023-01-15 18:00:00	130.2
3|2023-01-15 19:00:00	136.65
3|2023-01-16 07:00:00	152.95000000000002
3|2023-01-16 08:00:00	98.25000000000001
3|2023-01-16 09:00:00	150.05
3|2023-01-16 10:00:00	162.25
3|2023-01-16 11:00:00	65.28
3|2023-01-16 12:00:00	27.9
3|2023-01-16 13:00:00	83.94999999999999
3|2023-01-16 14:00:00	49.65
3|2023-01-16 15:00:00	44.35
3|2023-01-16 16:00:00	29.95
3|2023-01-16 17:00:00	45.1
3|2023-01-16 18:00:00	55.5
3|2023-01-16 19:00:00	62.15
3|2023-01-17 07:00:00	272.29999999999995
3|2023-01-17 08:00:00	93.10000000000001
3|2023-01-17 09:00:00	104.2
3|2023-01-17 10:00:00	215.64999999999998
3|2023-01-17 11:00:00	32.45
3|2023-01-17 12:00:00	28.0
3|2023-01-17 13:00:00	54.25
3|2023-01-17 14:00:00	30.099999999999998
3|2023-01-17 15:00:00	47.55
3|2023-01-17 16:00:00	26.55
3|2023-01-17 17:00:00	83.65
3|2023-01-17 18:00:00	18.6
3|2023-01-17 19:00:00	69.0
3|2023-01-18 07:00:00	206.5
3|2023-01-18 08:00:00	126.60000000000001
3|2023-01-18 09:00:00	145.79999999999998
3|2023-01-18 10:00:00	232.14999999999995
3|2023-01-18 11:00:00	47.25
3|2023-01-18 12:00:00	15.75
3|2023-01-18 13:00:00	38.65
3|2023-01-18 14:00:00	50.63
3|2023-01-18 15:00:00	40.5
3|2023-01-18 16:00:00	36.0
3|2023-01-18 17:00:00	54.55
3|2023-01-18 18:00:00	8.25
3|2023-01-18 19:00:00	61.400000000000006
3|2023-01-19 07:00:00	158.8
3|2023-01-19 08:00:00	182.73
3|2023-01-19 09:00:00	171.7
3|2023-01-19 10:00:00	185.05
3|2023-01-19 11:00:00	55.25
3|2023-01-19 12:00:00	28.0
3|2023-01-19 13:00:00	35.25
3|2023-01-19 14:00:00	39.5
3|2023-01-19 15:00:00	31.1
3|2023-01-19 16:00:00	23.599999999999998
3|2023-01-19 17:00:00	22.65
3|2023-01-19 18:00:00	90.5
3|2023-01-19 19:00:00	55.25
3|2023-01-20 07:00:00	68.60000000000001
3|2023-01-20 08:00:00	181.89999999999998
3|2023-01-20 09:00:00	120.65
3|2023-01-20 10:00:00	56.60000000000001
3|2023-01-20 11:00:00	20.25
3|2023-01-20 12:00:00	32.55
3|2023-01-20 13:00:00	24.5
3|2023-01-20 14:00:00	34.2
3|2023-01-20 15:00:00	44.6
3|2023-01-20 16:00:00	117.1
3|2023-01-20 17:00:00	19.75
3|2023-01-20 18:00:00	81.0
3|2023-01-20 19:00:00	69.73
3|2023-01-21 08:00:00	193.35
3|2023-01-21 09:00:00	221.2
3|2023-01-21 10:00:00	137.55
3|2023-01-21 11:00:00	39.8
3|2023-01-21 12:00:00	32.6
3|2023-01-21 13:00:00	38.35
3|2023-01-21 14:00:00	18.0
3|2023-01-21 15:00:00	63.15
3|2023-01-21 16:00:00	20.85
3|2023-01-21 17:00:00	88.85
3|2023-01-21 18:00:00	56.45
3|2023-01-21 19:00:00	82.2
3|2023-01-22 07:00:00	51.2
3|2023-01-22 08:00:00	65.9
3|2023-01-22 09:00:00	71.75
3|2023-01-22 10:00:00	53.15
3|2023-01-22 11:00:00	57.95
3|2023-01-22 12:00:00	54.95
3|2023-01-22 13:00:00	75.1
3|2023-01-22 14:00:00	50.45
3|2023-01-22 15:00:00	40.35
3|2023-01-22 16:00:00	75.1
3|2023-01-22 17:00:00	73.1
3|2023-01-22 18:00:00	43.2
3|2023-01-22 19:00:00	30.6
3|2023-01-23 07:00:00	77.6
3|2023-01-23 08:00:00	66.45
3|2023-01-23 09:00:00	62.55
3|2023-01-23 10:00:00	91.4
3|2023-01-23 11:00:00	59.2
3|2023-01-23 12:00:00	86.45
3|2023-01-23 13:00:00	73.25
3|2023-01-23 14:00:00	54.85
3|2023-01-23 15:00:00	46.85
3|2023-01-23 16:00:00	109.2
3|2023-01-23 17:00:00	103.25
3|2023-01-23 18:00:00	48.75
3|2023-01-23 19:00:00	48.5
3|2023-01-24 07:00:00	77.1
3|2023-01-24 08:00:00	71.75
3|2023-01-24 09:00:00	70.0
3|2023-01-24 10:00:00	59.10000000000001
3|2023-01-24 11:00:00	98.4
3|2023-01-24 12:00:00	52.25
3|2023-01-24 13:00:00	93.05000000000001
3|2023-01-24 14:00:00	68.85
3|2023-01-24 15:00:00	62.2
3|2023-01-24 16:00:00	76.1
3|2023-01-24 17:00:00	88.35
3|2023-01-24 18:00:00	38.75
3|2023-01-24 19:00:00	66.15
3|2023-01-25 07:00:00	97.4
3|2023-01-25 08:00:00	107.65
3|2023-01-25 09:00:00	39.5
3|2023-01-25 10:00:00	90.55000000000001
3|2023-01-25 11:00:00	70.7
3|2023-01-25 12:00:00	59.0
3|2023-01-25 13:00:00	94.30000000000001
3|2023-01-25 14:00:00	64.15
3|2023-01-25 15:00:00	48.8
3|2023-01-25 16:00:00	61.0
3|2023-01-25 17:00:00	75.35
3|2023-01-25 18:00:00	72.95
3|2023-01-25 19:00:00	60.65
3|2023-01-26 07:00:00	106.60000000000001
3|2023-01-26 08:00:00	79.95
3|2023-01-26 09:00:00	79.9
3|2023-01-26 10:00:00	62.45
3|2023-01-26 11:00:00	54.25000000000001
3|2023-01-26 12:00:00	83.25
3|2023-01-26 13:00:00	51.35
3|2023-01-26 14:00:00	91.55
3|2023-01-26 15:00:00	80.19999999999999
3|2023-01-26 16:00:00	97.45
3|2023-01-26 17:00:00	66.95
3|2023-01-26 18:00:00	49.45
3|2023-01-26 19:00:00	35.9
3|2023-01-27 07:00:00	37.75
3|2023-01-27 08:00:00	35.8
3|2023-01-27 09:00:00	81.6
3|2023-01-27 10:00:00	58.25
3|2023-01-27 11:00:00	77.4
3|2023-01-27 12:00:00	54.050000000000004
3|2023-01-27 13:00:00	65.65
3|2023-01-27 14:00:00	63.9
3|2023-01-27 15:00:00	69.35
3|2023-01-27 16:00:00	59.6
3|2023-01-27 17:00:00	71.15
3|2023-01-27 18:00:00	84.45
3|2023-01-27 19:00:00	79.60000000000001
3|2023-01-28 07:00:00	77.8
3|2023-01-28 08:00:00	62.95
3|2023-01-28 09:00:00	32.9
3|2023-01-28 10:00:00	59.7
3|2023-01-28 11:00:00	78.75
3|2023-01-28 12:00:00	49.5
3|2023-01-28 13:00:00	30.75
3|2023-01-28 14:00:00	36.7
3|2023-01-28 15:00:00	69.85
3|2023-01-28 16:00:00	64.15
3|2023-01-28 17:00:00	46.2
3|2023-01-28 18:00:00	33.2
3|2023-01-28 19:00:00	90.8
3|2023-01-29 07:00:00	40.15
3|2023-01-29 08:00:00	85.80000000000001
3|2023-01-29 09:00:00	94.25
3|2023-01-29 10:00:00	75.35
3|2023-01-29 11:00:00	22.4
3|2023-01-29 12:00:00	85.10000000000001
3|2023-01-29 13:00:00	59.95
3|2023-01-29 14:00:00	42.5
3|2023-01-29 15:00:00	80.8
3|2023-01-29 16:00:00	91.55
3|2023-01-29 17:00:00	46.25
3|2023-01-29 18:00:00	47.7
3|2023-01-29 19:00:00	48.9
3|2023-01-30 07:00:00	50.0
3|2023-01-30 08:00:00	134.45
3|2023-01-30 09:00:00	44.95
3|2023-01-30 10:00:00	122.7
3|2023-01-30 11:00:00	25.95
3|2023-01-30 12:00:00	134.10000000000002
3|2023-01-30 13:00:00	24.25
3|2023-01-30 14:00:00	103.9
3|2023-01-30 15:00:00	44.1
3|2023-01-30 16:00:00	31.25
3|2023-01-30 17:00:00	82.69999999999999
3|2023-01-30 18:00:00	34.15
3|2023-01-30 19:00:00	38.1
3|2023-01-31 07:00:00	100.75000000000001
3|2023-01-31 08:00:00	77.15
3|2023-01-31 09:00:00	138.85
3|2023-01-31 10:00:00	106.55000000000001
3|2023-01-31 11:00:00	34.8
3|2023-01-31 12:00:00	34.75
3|2023-01-31 13:00:00	21.200000000000003
3|2023-01-31 14:00:00	36.9
3|2023-01-31 15:00:00	27.75
3|2023-01-31 16:00:00	95.35000000000001
3|2023-01-31 17:00:00	35.75
3|2023-01-31 18:00:00	28.75
3|2023-01-31 19:00:00	62.95
3|2023-02-01 11:00:00	71.4
3|2023-02-01 12:00:00	132.4
3|2023-02-01 13:00:00	90.55000000000001
3|2023-02-01 14:00:00	79.65
3|2023-02-01 15:00:00	120.25000000000001
3|2023-02-01 16:00:00	94.6
